255	53.000000	2.333333	0.039192	50.000000
257	53.333333	2.833333	0.042931	49.166667
259	49.833333	1.666667	0.045166	50.666667
261	44.833333	3.000000	0.038220	49.333333
263	47.666667	3.166667	0.037514	45.833333
265	49.000000	3.500000	0.045328	49.500000
267	47.333333	2.000000	0.048284	52.166667
269	50.666667	3.166667	0.046182	49.166667
271	47.666667	4.166667	0.040280	47.000000
273	52.666667	3.833333	0.041524	49.166667
275	44.333333	5.500000	0.046603	53.333333
277	48.833333	3.666667	0.040343	49.500000
279	55.000000	3.500000	0.039137	50.333333
281	52.000000	4.000000	0.038803	49.333333
283	51.666667	5.333333	0.036723	49.000000
285	46.333333	3.833333	0.046445	52.166667
287	50.166667	2.166667	0.038060	49.666667
289	49.500000	4.166667	0.036120	46.666667
291	50.166667	3.000000	0.048299	53.833333
293	50.166667	3.666667	0.045721	52.833333
295	48.666667	3.000000	0.044160	49.666667
297	48.333333	2.666667	0.047581	53.333333
299	50.333333	3.666667	0.039156	47.000000
